median_length	4.3512	4.4696	4.4548	4.6768	4.3808	4.1736	4.5584	4.81	4.3216	4.6176	4.292	4.5288	4.4696	4.7656	4.7952	4.588	4.7064	4.6472	4.6176	4.6176	3.996	4.4992	4.7064	4.6916	4.81	4.588	4.5584	4.4696	4.6916	4.7656	4.7064	4.2476	4.5288	4.588	4.9432	4.3364	4.3512	4.7064	4.3512	4.6916	4.5436	4.6176	4.5584	4.4992	4.6324	4.3512	4.2032	4.514	4.2032	4.3216	4.2328	4.6176	4.44	4.4696	4.3512	4.81	3.8184	4.144	3.996	4.3808	4.1144	4.6324	4.7952	4.2772	4.3068	4.3512	4.5288	4.2624	4.6768	4.6768	4.4844	4.5584	4.1736	4.6472	4.5288	4.4992	4.2624	4.0848	4.1884	4.6176	4.6768	4.4696	4.8544	4.9284	4.3956	4.4844	4.7952	4.1292	4.1736	4.2032	4.5436	4.5732	4.3808	4.6324	4.514	4.588	3.848	4.3808	4.2624	4.3068	4.6916	4.2624	4.514	4.4104	4.44	4.3956	4.144	4.5584	4.2032	4.3512	4.588	4.4252	4.3216	4.2328	4.4104
median_width	1.33910397	1.30120249	1.339937945	1.378458189	1.292617629	1.362354646	1.394839886	1.266510839	1.266005656	1.412152674	1.265766469	1.597117155	1.448302922	1.374664354	1.421668889	1.417245479	1.432509934	1.396781895	1.451206367	1.429923848	1.16138206	1.319665565	1.342397408	1.425954656	1.484356502	1.230776784	1.565422384	1.499301581	1.287308623	1.441569834	1.464231587	1.242131403	1.288516798	1.332879993	1.356008149	1.383269877	1.456771964	1.401930671	1.396442249	1.394992426	1.398985227	1.344457318	1.399776161	1.31944162	1.445038875	1.146063226	1.31175806	1.261308755	1.415718518	1.322564362	1.496759303	1.308425824	1.422412829	1.307470939	1.423201657	1.482342055	1.264563723	1.424235799	1.389252405	1.389164243	1.516355802	1.365917115	1.272071897	1.294075778	1.249368594	1.387255458	1.364158923	1.21203573	1.423137679	1.515334835	1.344477091	1.282218157	1.395972104	1.354297046	1.372545041	1.251588597	1.382336952	1.367850572	1.334990812	1.471738574	1.389141246	1.361916126	1.45924626	1.353617425	1.362490929	1.456786768	1.284746485	1.372072072	1.322396875	1.336923935	1.331161639	1.405059513	1.376230465	1.330966352	1.457181241	1.361417773	1.237717672	1.429957515	1.245115193	1.389992022	1.385404958	1.378030575	1.284190342	1.389599736	1.418599192	1.352463636	1.260973674	1.369557182	1.367237141	1.346273259	1.315293293	1.360278119	1.303734961	1.387968181	1.369979815
median_depth	0.769958204	0.757463533	0.743296966	0.793318695	0.940567184	0.791108183	0.778702326	0.682191529	0.724529162	0.778236516	0.854590052	0.738879747	0.754581015	0.683722309	0.701737991	0.839285306	0.690704731	0.785482457	0.76066103	0.760615328	0.799864392	0.780998202	0.70433891	0.796243534	0.754436077	0.735763767	0.826998695	0.760224416	0.697665634	0.752149278	0.751962179	0.84246645	0.912448373	0.794191786	0.745192405	0.754333221	0.797844879	0.78314978	0.729025874	0.692404568	0.683549223	0.722339866	0.86798432	0.816066529	0.757259684	0.740603735	0.75250182	0.794776947	0.705029579	0.872617423	0.693536153	0.769315021	0.717612743	0.713784214	0.651631134	0.773591007	0.747104622	0.759633966	0.658506928	0.796644042	0.700035633	0.877961523	0.863787588	0.738180258	0.744735069	0.772020611	0.859471411	0.773291528	0.796182789	0.749957601	0.702152117	0.701256983	0.977671688	0.716212074	0.671420691	0.774630973	0.654387895	0.707748168	0.701515957	0.718720275	0.703684862	0.759989061	0.653558234	0.831296208	0.760716425	0.711374253	0.747531783	0.836663513	0.737004119	0.853308246	0.787676198	0.705230057	0.728766385	0.762482128	0.745875283	0.766127833	0.712739888	0.752932556	0.783192502	0.837472314	0.723457984	0.810184751	0.738211669	0.756136834	0.72153063	0.822488308	0.725782961	0.735518929	0.804250158	0.779097297	0.747214118	0.726839747	0.772812498	0.753093657	0.862684008
median_circularity	0.465592604	0.488841535	0.542480433	0.512524875	0.459445519	0.531542123	0.520485785	0.554068422	0.459002583	0.532444946	0.474668056	0.50224408	0.516501504	0.520875794	0.513111121	0.584759927	0.508198135	0.542893166	0.5183666	0.529513646	0.497315129	0.527353379	0.511754446	0.544515913	0.546083706	0.508441895	0.520618713	0.468667541	0.490822569	0.569526223	0.548402027	0.473882038	0.485620263	0.532244348	0.523097535	0.504304314	0.493668444	0.545307116	0.511129064	0.51467253	0.535538793	0.550004523	0.463034291	0.519777284	0.580200835	0.4820285	0.481572714	0.505110561	0.571685816	0.483512393	0.509823608	0.52354297	0.484767471	0.506854476	0.496064722	0.490797297	0.485990694	0.509968378	0.492842701	0.508911607	0.487367262	0.505726826	0.501488107	0.50733769	0.491368953	0.483113392	0.482652447	0.517094777	0.495788967	0.500111946	0.521093484	0.509169986	0.517773005	0.517290368	0.539025257	0.507782235	0.523513174	0.492765485	0.515509973	0.517560883	0.571069777	0.470807342	0.518212413	0.55659223	0.555755732	0.513080599	0.506047151	0.542291053	0.525608277	0.482020598	0.479218789	0.493985176	0.509847606	0.513540096	0.534629616	0.498565976	0.507910274	0.502928894	0.503556622	0.450446728	0.549336899	0.501595293	0.485160594	0.516489578	0.487797866	0.52214086	0.481237439	0.497424919	0.499281593	0.483325785	0.560036391	0.568421902	0.531132826	0.476997662	0.47665251
median_volume	1.788950497	1.929151518	2.011635673	2.266440525	2.200684016	2.018897287	2.053480724	1.991536563	1.486037453	2.30762425	1.954943215	2.176357608	2.179314123	2.087325033	2.118926021	2.568795981	2.08001155	2.314406079	2.216490993	2.22053675	1.559742836	2.059523425	2.045052065	2.392559201	2.453543792	1.973706707	2.464384344	1.927206442	1.703600598	2.471671892	2.354474628	1.927971505	2.292413762	2.156206629	2.153509458	1.882184435	2.115749065	2.388163331	1.888875494	1.961867683	2.066071845	2.150137995	2.235306354	2.212250729	2.315624993	1.60409055	1.785190019	2.013502946	1.906290401	2.098788009	1.951429112	2.067070317	1.970490849	1.791025244	1.796341783	2.206947158	1.439251911	1.944271236	1.586934987	2.10276893	1.79548595	2.249181224	2.392649971	1.775892559	1.791997782	1.907055463	2.067407463	1.739675259	2.07570645	2.237873853	1.882599385	1.753135179	2.367675205	2.290235278	1.877671861	1.9295535	1.796367717	1.762782752	1.700760788	2.105505002	2.093575208	1.757232804	2.111884849	2.297017107	1.981525909	2.131491207	1.877619992	2.115736098	1.824091523	2.01723749	1.951831095	1.915017305	1.974251328	2.003881307	2.193163058	1.965278048	1.425558581	1.899819784	1.812550743	1.915043239	2.2451225	1.866883177	1.756182464	1.939888333	1.753420457	2.127147206	1.433312948	1.976689156	1.905810615	1.835347024	2.100577479	2.134512557	1.945749493	1.782440979	2.126926764
median_crease_depth	0.436004339	0.411234671	0.354624949	0.375690056	0.513427653	0.401639767	0.380488008	0.318763949	0.40466223	0.325578519	0.455275374	0.352519966	0.365294565	0.293911071	0.330385603	0.362108406	0.346935475	0.343081096	0.38263236	0.363696492	0.402574945	0.341634678	0.355082551	0.366363627	0.338211607	0.386666909	0.42560005	0.449310033	0.367994722	0.330569984	0.356163947	0.487095147	0.507887363	0.377676766	0.340218042	0.401446302	0.408733664	0.366244249	0.370450426	0.325683286	0.343917575	0.327887207	0.484641014	0.425804017	0.297183105	0.410446443	0.405322129	0.421173544	0.327026158	0.443535263	0.35935409	0.358585967	0.369647417	0.376529969	0.35530009	0.391492412	0.430265729	0.381931832	0.347453331	0.403936931	0.367125064	0.455431249	0.46455795	0.408734919	0.416902634	0.409909624	0.44342395	0.391736088	0.419035222	0.359689136	0.352208708	0.339883532	0.473871736	0.361810065	0.306166747	0.40607789	0.311445921	0.358649316	0.361206651	0.345614873	0.303012117	0.45280813	0.32549294	0.390426555	0.328989203	0.338254099	0.415963878	0.424399648	0.422998327	0.444244807	0.42725022	0.364902225	0.358021249	0.395775654	0.391010303	0.421177034	0.384883063	0.407749535	0.414675047	0.497478156	0.3636735	0.409974568	0.396556351	0.390657889	0.391356938	0.436496732	0.409941149	0.363343229	0.406143439	0.440085872	0.348634127	0.329039193	0.396500044	0.401887232	0.473097476
median_surface_area	14.14706347	13.97183147	14.54659243	15.76095019	16.05241941	13.73877291	14.60967595	14.12545152	12.43329451	15.38595371	14.89004715	15.41691136	15.96305109	15.25336149	15.27497344	16.56292864	14.98700885	14.96013995	15.68092757	15.28548736	11.93096277	13.9134208	14.91341141	16.50393387	16.44902784	14.03725141	15.69845077	15.16224085	14.28257621	16.31994027	15.65756331	15.02964864	15.51737771	15.33163179	14.08982101	14.43502805	15.47824256	15.7533568	13.96482219	15.65289045	14.09683029	14.631872	15.98583125	15.4379392	15.40055637	12.85969237	12.77558101	14.74402048	13.19789013	14.81995435	13.9484672	14.71481515	14.27323051	13.95898112	13.82230016	16.3140992	12.01156949	14.10033493	12.60385365	14.85208021	13.97299968	15.71013291	15.78373035	13.41809835	13.25104384	14.76913707	15.02205525	12.75104853	15.66924544	16.08045653	14.33689813	13.87895851	16.94727083	14.73934763	13.62019925	14.90873856	13.20314709	14.02323285	13.37078571	15.51270485	14.31528619	13.86143531	15.39588352	15.7796416	14.26446891	14.73876352	14.43678037	13.7732352	12.77558101	14.25220267	14.80359936	14.79074901	14.44028501	14.72124032	14.56353152	14.74402048	11.54311595	14.35851008	13.48935936	15.19436672	14.79892651	14.13888597	13.86201941	14.50453675	14.30126763	15.1049984	11.98470059	15.25452971	14.30827691	13.68094635	14.28491264	14.01096661	13.57931179	14.17860523	14.90990677
median_z	914.341816	964.5227198	825.3690841	862.3349666	972.7595754	881.2521424	766.8688112	1045.022848	920.6454346	677.7479056	907.8951292	487.5290845	876.8638789	672.090369	957.7815488	887.4841893	753.581208	1096.937198	803.5803954	1026.315573	1021.869119	484.0475368	696.2222584	846.6838935	957.1543723	815.6940604	717.392004	819.0548619	926.2735654	730.4859687	801.5955957	855.5668018	830.5380734	798.7058552	1028.282751	991.548015	896.0163353	682.3121904	539.5170371	912.0244878	928.2607589	747.6911718	748.3744845	1007.107383	930.8636708	952.0510749	806.9857571	936.4609988	1101.724399	811.7111954	861.2752498	723.0825745	1056.084501	900.908887	862.3902946	733.8279017	821.4815331	720.9091367	873.5769642	942.9502331	784.8879917	983.3857431	629.4853706	987.9232152	1095.781552	814.1961836	847.3864277	842.9633239	1037.389684	812.7558116	854.5701644	1018.684577	1175.741181	876.3169606	972.2956416	833.0092032	737.2635396	921.2610276	883.2945463	718.3558807	747.3512682	890.6759166	944.1921354	1032.517095	888.4035924	933.6235398	918.1893506	838.8038948	931.9842036	1022.318247	596.87295	791.487556	904.0755016	807.6574854	980.2668726	824.5108929	1097.879993	835.434444	970.2452598	773.0330118	913.0891634	942.7267726	763.6770485	925.8041854	641.6212765	1119.942794	856.5636365	897.669572	929.3571608	957.6632848	891.4846334	777.3682458	906.8094901	845.8056578	947.0879941
median_geometry_ratio	0.392214603	0.457957028	0.467292103	0.473021682	0.375868568	0.400730284	0.481547725	0.614701112	0.489168845	0.480539869	0.371834528	0.450450023	0.451898672	0.589933552	0.595398399	0.459990082	0.574901007	0.450106113	0.485036218	0.455693591	0.373228193	0.465735076	0.564730501	0.483912618	0.518110111	0.528438851	0.402697314	0.434558751	0.562596373	0.519274919	0.508675844	0.392586474	0.379861904	0.454919577	0.509079537	0.466305181	0.415076589	0.477579726	0.470348504	0.586984066	0.560298597	0.532536046	0.40773015	0.44209189	0.430734598	0.465606809	0.425154105	0.448916267	0.453696206	0.380060474	0.487114459	0.493691489	0.481785879	0.521191394	0.544161977	0.510962645	0.348459362	0.437055876	0.47372237	0.434886098	0.434134555	0.415966751	0.469490592	0.386044688	0.474891726	0.449168718	0.415465251	0.424815532	0.436244451	0.515953772	0.523369929	0.558802429	0.272939695	0.493871059	0.539703778	0.474356099	0.502337894	0.495235379	0.488720459	0.534445397	0.569460671	0.425813173	0.560588844	0.483329007	0.45911524	0.510321975	0.534898683	0.363144184	0.407213413	0.341103404	0.429850416	0.551132087	0.480222088	0.466939757	0.452471034	0.440452199	0.404185873	0.438804741	0.422493823	0.38800678	0.498492897	0.402446329	0.501247149	0.424420566	0.47376774	0.413140804	0.438095243	0.546775975	0.371776334	0.379277258	0.503222347	0.458624152	0.437191539	0.437007431	0.408478261
median_grain_count	9	7	14	14	11	12	17	8	7	18	8	5	14	17	6	5	23	7	10	10	9	19	21	6	10	15	3	19	12	13	15	10	12	16	3	12	20	17	23	8	8	25	17	4	4	11	13	12	4	16	13	19	11	23	13	10	13	21	2	10	25	8	11	18	6	24	11	19	7	15	22	6	3	7	15	20	23	9	16	15	12	10	5	8	14	12	9	16	11	8	16	22	9	12	8	15	5	15	25	10	6	11	20	8	18	4	13	17	13	9	11	14	17	20	10
se_length	0.163843123	0.032203841	0.082821231	0.120605556	0.116916826	0.068499729	0.117030182	0.08887705	0.073565801	0.075312514	0.219194053	0.198121094	0.097122697	0.047285044	0.106290152	0.164646258	0.091601032	0.124198165	0.147195324	0.091014318	0.108133945	0.090623124	0.052036061	0.070046385	0.057030699	0.178860963	0.258046817	0.078875233	0.066736896	0.062653322	0.070509447	0.218621823	0.097183935	0.042571444	0.203884586	0.124493933	0.059746634	0.10409447	0.094486387	0.090706615	0.092595094	0.057320154	0.087464877	0.12463381	0.457983682	0.097461443	0.099227008	0.071533333	0.195738976	0.097911443	0.184444824	0.069080331	0.084479118	0.102085605	0.124167138	0.100431811	0.069648046	0.074775205	0.148	0.084554513	0.047606028	0.067359165	0.081583819	0.104415938	0.090321775	0.074739876	0.124073964	0.06354352	0.122287868	0.114720345	0.084126652	0.077439192	0.272541552	0.148100646	0.142556872	0.073690891	0.051485573	0.093444389	0.098384524	0.063515589	0.129509076	0.075148772	0.253421641	0.163471343	0.096739569	0.088058775	0.150644036	0.15525237	0.166249407	0.125262507	0.106028297	0.07853627	0.091780038	0.104976355	0.166388375	0.07867921	0.082136667	0.111161664	0.078773084	0.114300127	0.142162198	0.253117156	0.077369357	0.175288982	0.115981175	0.151413958	0.097341236	0.096748953	0.106643325	0.096812957	0.076195979	0.112418658	0.20267324	0.09937369	0.128038772
se_width	0.062410683	0.013403133	0.013943322	0.012825991	0.055492378	0.025995735	0.011545697	0.028061759	0.022296727	0.022290196	0.041068089	0.102063006	0.01633586	0.02156867	0.009252197	0.025293779	0.023090321	0.042606912	0.050106749	0.023926411	0.008710983	0.0215381	0.022276845	0.029846108	0.023104531	0.029532644	0.012227754	0.016004146	0.011324801	0.021353366	0.011801821	0.064282797	0.03514241	0.015315596	0.030042884	0.044943849	0.022582653	0.019849987	0.011114639	0.015394297	0.021367426	0.01503096	0.021283112	0.070385635	0.136902071	0.022673309	0.028267177	0.024374821	0.028424584	0.032221064	0.041728461	0.017736713	0.026928897	0.021700613	0.048116727	0.051498313	0.010883072	0.01332414	0.131387724	0.017739959	0.015273226	0.033801398	0.033507802	0.014408655	0.025355294	0.022353947	0.042766541	0.011781062	0.037158887	0.013755192	0.018441196	0.014260196	0.031723505	0.031015067	0.028358999	0.017025434	0.013154696	0.049382708	0.020447512	0.012908504	0.020160082	0.02253943	0.031089294	0.063750726	0.012336974	0.011551057	0.020235884	0.022934817	0.037685022	0.033446508	0.028209736	0.023571654	0.048831034	0.018023044	0.024787084	0.025958335	0.027170894	0.02795039	0.00977734	0.036364272	0.063449494	0.05929456	0.01681147	0.016277447	0.020822635	0.005126424	0.029192169	0.026852598	0.020223992	0.044158595	0.043193545	0.029322616	0.04272929	0.030971352	0.033823404
se_depth	0.024162223	0.024982642	0.014015815	0.037161346	0.029428246	0.018573793	0.027482663	0.022474759	0.018654584	0.013071658	0.027484233	0.022806266	0.017232714	0.017715941	0.022195466	0.047982697	0.014182614	0.014074678	0.036399416	0.027887759	0.028532239	0.023207847	0.011001434	0.039675796	0.015391035	0.022866065	0.032784527	0.017680969	0.009360522	0.010916399	0.021989006	0.036783673	0.027318176	0.012934317	0.046729888	0.02258505	0.016738516	0.016905737	0.023258954	0.025812918	0.036345333	0.011708329	0.026298229	0.042102332	0.046393372	0.017081874	0.019361434	0.024199601	0.032224355	0.046997048	0.03830391	0.015866944	0.021681055	0.013213225	0.021305395	0.039505792	0.01284656	0.015183478	0.053126809	0.01668645	0.012568814	0.015130019	0.02951891	0.020465485	0.02464674	0.020807516	0.027749418	0.011106104	0.024623937	0.030349778	0.013897162	0.016627501	0.119226165	0.032597914	0.018683618	0.018774475	0.012416716	0.01082723	0.016037735	0.012637856	0.021923092	0.015873513	0.061093545	0.032258562	0.022055877	0.028113723	0.020478558	0.015568995	0.018898324	0.01526972	0.030159083	0.021158768	0.025531294	0.029524142	0.02889062	0.01425353	0.015715645	0.018999144	0.013516607	0.03030385	0.02926032	0.031320602	0.025264247	0.056804189	0.013217761	0.031173353	0.026816537	0.01990048	0.030620484	0.019191143	0.037686652	0.028606496	0.018203314	0.022193714	0.037819429
se_circularity	0.012101643	0.018901764	0.0050942	0.006602889	0.005425842	0.006438433	0.004742207	0.010163249	0.008469367	0.005681483	0.01331824	0.017410786	0.003593366	0.005642504	0.007333575	0.012177714	0.004442103	0.019527216	0.022054365	0.010201845	0.00737011	0.007034939	0.0055466	0.009142007	0.009686745	0.028472507	0.002111579	0.005910566	0.004729526	0.00820495	0.004976151	0.012763796	0.007156932	0.003119477	0.016655358	0.005632306	0.006203686	0.008477058	0.003925564	0.007864763	0.00984754	0.004942888	0.005768107	0.008966832	0.023957823	0.007903316	0.009386998	0.010434214	0.007670916	0.017559275	0.010348033	0.006649655	0.007658122	0.007105295	0.012211983	0.021048239	0.004182677	0.004684034	0.020520119	0.007573709	0.004446506	0.005837446	0.012278473	0.005870268	0.005428821	0.00819359	0.008118275	0.006388892	0.009901605	0.006440339	0.007847729	0.005411913	0.013400472	0.01506946	0.006680325	0.007122149	0.004334201	0.008925287	0.004981279	0.004957396	0.007730145	0.007008974	0.012265477	0.014624139	0.007183239	0.004611162	0.006638902	0.020583497	0.009790433	0.004248871	0.015078474	0.009419109	0.010998795	0.004404835	0.011127147	0.004753735	0.015104613	0.007038096	0.005360909	0.006851356	0.013191655	0.054478223	0.007994895	0.00533351	0.004785976	0.010350932	0.01823773	0.009033178	0.00747038	0.009011761	0.017470106	0.008211304	0.032388623	0.005069217	0.010104844
se_volume	0.076800137	0.075617474	0.074650537	0.087788437	0.105144147	0.058953737	0.041589409	0.108550179	0.039688314	0.050511256	0.149121998	0.10925268	0.087179937	0.067474464	0.096453978	0.219851322	0.065335696	0.097156986	0.14999061	0.113567027	0.03486748	0.061442275	0.031173431	0.083949964	0.067981028	0.091490624	0.141639668	0.060204844	0.055445477	0.07347471	0.060743591	0.130217976	0.093070101	0.039153642	0.23259657	0.097585505	0.063388796	0.092780203	0.052322368	0.091166801	0.110570178	0.051352347	0.072215082	0.176277061	0.16052771	0.044977819	0.055347599	0.095430193	0.245301075	0.088155449	0.055983732	0.049531565	0.031514132	0.051032893	0.054556056	0.110392323	0.056382748	0.067265083	0.024028162	0.068440267	0.040603261	0.06632919	0.1189057	0.052707107	0.087517679	0.059518433	0.094532723	0.051276122	0.087639054	0.081405812	0.057831907	0.073240229	0.150581019	0.193460607	0.068872979	0.05431572	0.035360831	0.054071572	0.042672329	0.045354793	0.093058335	0.066468707	0.163740178	0.138964522	0.063604696	0.066840896	0.097196684	0.084532727	0.085547195	0.108191496	0.076004915	0.049794678	0.063825801	0.044636713	0.080545232	0.06914439	0.0544147	0.05252979	0.037631511	0.091843532	0.113935121	0.100821578	0.046570971	0.060908504	0.073791363	0.117342658	0.047347726	0.066569704	0.080853691	0.059546818	0.100325118	0.079661366	0.088815451	0.066035798	0.135540149
